row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
201,739376d2,42,5/1/2019,12/1/2022,1/1/2023,1,3,19,26,1,3,3,19,3,5,7,15,0,0,582995,45,280
202,04f897f5,38,10/1/2020,4/1/2022,1/1/2023,2,1,2,6,2,3,4,10,4,5,4,13,8,294688,83850,13,8
203,dd4a0d2d,25,12/1/2021,12/1/2023,1/1/2023,3,5,14,26,2,2,1,7,3,2,6,11,32,1300480,354257,22,32
204,0522b331,47,7/1/2021,12/1/2022,1/1/2023,1,2,17,22,0,4,5,13,0,8,10,18,31,2065313,588773,36,62
205,27565665,20,6/1/2020,12/1/2022,1/1/2023,0,1,0,4,2,2,5,10,2,4,9,15,8,533744,111661,15,40
206,54e55461,55,10/1/2021,7/1/2023,1/1/2023,1,0,5,10,4,4,9,18,4,4,15,23,13,49816,5366,69,26
207,d86153e3,52,10/1/2019,11/1/2023,1/1/2023,1,6,5,17,2,2,2,7,2,2,6,10,25,1251125,213559,40,75
208,ef328cab,39,11/1/2022,10/1/2023,1/1/2023,1,4,12,19,0,4,5,18,1,4,11,16,26,572442,74332,64,104
209,5f5eecd9,23,12/1/2022,4/1/2023,1/1/2023,3,0,18,22,0,0,3,14,0,3,7,10,26,1241578,277423,40,208
210,6c207d2a,35,10/1/2020,8/1/2022,1/1/2023,3,2,9,18,3,5,2,15,3,5,5,13,21,376866,45295,26,105
211,d3b44e44,43,4/1/2019,10/1/2023,1/1/2023,2,6,6,15,2,3,8,14,2,6,13,21,16,745552,164757,0,80
212,744b2429,31,3/1/2021,2/1/2024,1/1/2023,2,6,10,22,1,1,6,10,2,4,10,16,27,2516238,635771,32,216
213,726d4dfd,44,12/1/2022,5/1/2023,1/1/2023,3,3,0,8,0,4,5,10,2,6,8,16,15,40380,7818,32,0
214,79c98d49,39,8/1/2020,12/1/2023,1/1/2023,3,5,2,12,0,4,1,10,1,8,7,16,14,74788,9277,32,14
215,5ccac519,57,5/1/2019,5/1/2023,1/1/2023,0,3,1,7,4,1,4,10,5,2,5,12,16,749584,203564,0,32
216,f5fbcc73,46,4/1/2019,1/1/2024,1/1/2023,3,6,3,17,3,0,0,4,4,3,1,8,22,1546380,167163,0,132
217,8209b2a0,40,4/1/2022,6/1/2023,1/1/2023,2,3,3,12,1,5,4,11,1,7,4,12,15,638865,173285,0,90
218,fd62b30c,55,9/1/2022,3/1/2023,1/1/2023,2,2,16,25,3,0,9,22,4,1,13,18,34,1166812,154310,72,102
219,4eb0e534,50,10/1/2020,4/1/2024,1/1/2023,3,1,19,28,0,5,2,14,0,8,3,11,0,0,303204,0,90
220,b33fc6cb,26,8/1/2020,1/1/2024,1/1/2023,0,1,18,20,2,6,4,14,2,10,5,17,21,228396,56036,34,21
221,ec18a7a2,58,6/1/2019,6/1/2022,1/1/2023,2,1,11,17,2,4,7,14,3,5,12,20,18,1603710,467323,80,162
222,c54b46f0,60,4/1/2020,11/1/2023,1/1/2023,3,2,1,9,4,0,2,8,4,3,8,15,11,233453,48677,0,99
223,db520a0d,21,9/1/2019,1/1/2023,1/1/2023,2,1,14,21,2,5,1,16,4,6,7,17,23,1200232,170852,68,138
224,68deb531,35,11/1/2021,4/1/2022,1/1/2023,0,5,10,20,3,6,0,19,3,9,5,17,26,878046,179756,0,104
225,1c54ce8b,50,8/1/2019,11/1/2023,1/1/2023,1,5,1,10,3,5,9,18,5,7,12,24,18,84816,19304,72,144
226,1a1279f8,53,2/1/2022,1/1/2024,1/1/2023,0,0,7,11,2,4,4,11,4,6,7,17,20,800100,104533,17,80
227,c7627e42,53,3/1/2021,6/1/2023,1/1/2023,1,1,3,7,2,6,4,13,3,8,9,20,14,261632,72217,20,0
228,f9e8393e,56,12/1/2019,1/1/2022,1/1/2023,0,4,3,11,2,6,2,11,4,8,7,19,20,407920,103582,38,40
229,19dda843,58,10/1/2020,3/1/2024,1/1/2023,0,2,16,23,0,0,6,18,1,0,10,11,32,2250592,491633,22,32
230,0177ed5f,46,7/1/2022,8/1/2023,1/1/2023,3,1,0,5,4,0,2,7,4,4,3,11,13,1189162,238246,44,52
231,a0ad55fc,32,9/1/2021,2/1/2022,1/1/2023,1,0,16,18,1,0,9,15,2,0,10,12,25,2214225,567347,36,75
232,d4e99858,37,8/1/2021,2/1/2022,1/1/2023,3,0,5,10,1,6,7,15,2,6,11,19,14,1193822,145902,0,98
233,3eb7edb4,46,8/1/2019,9/1/2023,1/1/2023,2,3,8,17,0,0,9,15,0,1,12,13,20,639460,147397,39,100
234,811ab465,36,3/1/2021,10/1/2022,1/1/2023,2,0,5,11,3,5,2,11,3,9,7,19,12,117336,34621,76,24
235,c80fe406,45,2/1/2022,9/1/2023,1/1/2023,1,0,11,17,2,4,4,14,4,4,10,18,23,1310034,341287,36,0
236,817339ac,53,2/1/2020,12/1/2023,1/1/2023,0,2,17,20,1,2,7,16,3,5,9,17,29,1123779,157167,0,203
237,f3ba2a6d,57,2/1/2022,4/1/2024,1/1/2023,0,5,20,26,0,4,6,17,1,4,7,12,28,905408,243719,48,224
238,7a480f7f,32,9/1/2022,4/1/2024,1/1/2023,1,1,1,6,4,3,2,10,4,7,6,17,11,886864,201174,34,44
239,54c07c11,52,5/1/2022,8/1/2023,1/1/2023,2,3,2,10,4,2,7,14,4,6,12,22,17,629306,126791,22,17
240,27f35403,27,5/1/2022,10/1/2022,1/1/2023,0,3,16,22,1,6,9,20,3,7,10,20,25,1135950,220218,20,125
241,b2d5499f,57,4/1/2022,1/1/2023,1/1/2023,2,4,16,24,1,3,9,22,3,4,14,21,30,659760,96059,21,210
242,57480056,32,12/1/2022,2/1/2023,1/1/2023,2,4,12,21,0,2,0,11,2,6,5,13,29,301629,67764,39,29
243,d55b8d32,57,11/1/2019,8/1/2022,1/1/2023,2,4,5,14,2,0,7,11,4,1,10,15,19,1789021,506804,0,152
244,3273914b,39,3/1/2020,5/1/2022,1/1/2023,3,5,5,17,2,4,0,7,4,8,4,16,22,452540,122781,16,176
245,7c23e75e,45,12/1/2019,4/1/2023,1/1/2023,0,2,3,6,0,3,7,11,2,3,13,18,15,1075740,116034,0,0
246,507d2705,51,12/1/2021,5/1/2023,1/1/2023,0,0,8,9,1,1,5,8,1,5,6,12,15,18135,2637,0,75
247,417f5867,42,3/1/2022,4/1/2024,1/1/2023,3,5,13,25,4,1,8,19,5,2,12,19,32,1011968,245775,76,224
248,d360368b,36,9/1/2021,5/1/2022,1/1/2023,1,0,18,20,0,0,6,8,1,0,8,9,23,848562,143125,36,46
249,3068a03e,21,2/1/2020,3/1/2022,1/1/2023,2,6,11,21,0,4,9,20,2,5,13,20,24,696192,128053,20,0
250,3d80c955,24,7/1/2021,1/1/2023,1/1/2023,3,5,14,26,2,5,0,13,3,5,6,14,27,2006586,244113,56,54
251,660cb327,46,11/1/2020,3/1/2023,1/1/2023,3,3,3,10,2,6,0,9,2,6,3,11,18,1391094,142168,11,0
252,20326773,58,10/1/2020,3/1/2022,1/1/2023,3,0,18,24,0,3,8,22,0,5,8,13,0,0,161453,26,0
253,e548d139,48,6/1/2020,4/1/2022,1/1/2023,2,0,0,3,4,5,4,14,4,5,8,17,12,51972,6947,17,24
254,06acbf85,38,12/1/2020,4/1/2024,1/1/2023,2,4,20,29,4,1,6,16,6,5,12,23,36,1139004,220066,46,108
255,580d98ee,22,6/1/2019,3/1/2024,1/1/2023,2,4,10,18,1,4,4,11,1,6,6,13,21,580902,69228,13,63
256,311a7df5,22,11/1/2022,5/1/2023,1/1/2023,1,1,6,10,3,6,5,15,5,8,8,21,19,1736866,188333,84,38
257,98da75b8,24,4/1/2019,8/1/2023,1/1/2023,3,2,3,10,2,1,1,6,4,3,5,12,16,363136,46980,48,32
258,e62adc1e,52,12/1/2022,1/1/2023,1/1/2023,0,3,15,19,4,2,0,9,5,6,5,16,24,660360,194361,0,216
259,ff79f140,51,7/1/2022,2/1/2024,1/1/2023,2,6,8,21,3,6,6,18,5,8,6,19,26,1783522,389267,38,234
260,2cc86dc1,53,7/1/2020,2/1/2022,1/1/2023,0,4,3,12,2,2,1,8,3,5,3,11,0,0,271241,33,153
261,998a39aa,51,4/1/2020,7/1/2022,1/1/2023,1,5,11,21,1,6,3,19,2,8,5,15,29,2886341,702468,30,58
262,1cdac474,23,8/1/2021,10/1/2022,1/1/2023,2,5,1,9,2,3,9,15,2,5,9,16,14,722190,125341,0,84
263,a4eb52e8,58,2/1/2021,1/1/2023,1/1/2023,1,5,7,18,4,1,2,14,6,5,7,18,19,905521,243778,36,95
264,9ff7cf01,47,7/1/2019,6/1/2022,1/1/2023,1,3,16,22,0,3,7,13,1,7,7,15,29,1351545,364425,0,87
265,2ea94d44,31,6/1/2022,3/1/2023,1/1/2023,0,2,6,11,3,4,7,15,3,5,11,19,17,1059559,271901,76,119
266,41d75955,59,5/1/2022,1/1/2024,1/1/2023,1,0,10,14,0,4,9,14,0,7,12,19,16,779376,220522,19,144
267,bf9913dd,37,11/1/2022,5/1/2023,1/1/2023,3,5,7,20,4,1,9,16,6,4,10,20,25,1673900,171327,0,75
268,5724f683,40,11/1/2019,2/1/2022,1/1/2023,2,2,10,15,1,1,1,11,1,2,4,7,16,1386416,255453,7,32
269,7bd02f08,60,12/1/2019,1/1/2022,1/1/2023,0,3,17,21,3,0,4,19,5,0,7,12,22,743116,103073,0,110
270,145cbf5b,24,4/1/2019,8/1/2023,1/1/2023,2,0,9,12,2,1,9,13,4,3,13,20,20,1554380,362779,0,160
271,779a11fe,60,4/1/2020,5/1/2023,1/1/2023,2,2,3,12,1,4,4,11,1,7,8,16,14,1326388,356298,0,56
272,3a47f9bd,49,5/1/2020,3/1/2022,1/1/2023,2,4,17,25,1,1,5,22,1,4,8,13,29,2254547,670895,13,116
273,84ef9ce3,38,9/1/2020,10/1/2023,1/1/2023,1,2,9,13,1,6,7,15,3,6,7,16,22,857846,186855,48,66
274,f84c1547,52,2/1/2022,3/1/2022,1/1/2023,3,1,15,22,4,0,4,19,6,4,6,16,0,0,594619,16,24
275,9bf16323,40,9/1/2022,7/1/2023,1/1/2023,1,6,4,12,2,4,9,16,4,5,10,19,19,1876383,318267,76,0
276,52e1374a,51,4/1/2022,4/1/2024,1/1/2023,1,2,16,20,2,2,1,18,4,3,3,10,27,1740987,416157,20,108
277,6698f96f,45,9/1/2019,2/1/2022,1/1/2023,2,4,8,18,4,0,6,12,4,3,6,13,20,1559340,230227,0,0
278,f02a4b71,20,2/1/2022,10/1/2022,1/1/2023,3,0,9,17,4,6,8,19,4,9,14,27,25,865525,223779,54,200
279,26f591b2,48,2/1/2022,12/1/2023,1/1/2023,0,3,6,11,0,3,9,13,0,7,12,19,17,1522639,183584,19,51
280,47e9a908,37,1/1/2022,9/1/2022,1/1/2023,1,3,16,23,3,3,2,19,5,3,7,15,31,3013417,327713,45,31
281,a0cc389a,56,3/1/2022,12/1/2023,1/1/2023,0,6,17,25,1,4,3,10,2,4,8,14,0,0,573470,0,68
282,a7c9fb50,24,11/1/2019,7/1/2022,1/1/2023,0,3,12,16,3,6,5,15,4,8,6,18,23,2063652,496539,36,46
283,4e65e45e,53,12/1/2019,12/1/2022,1/1/2023,0,0,20,24,2,1,1,17,3,1,4,8,26,161850,29244,16,234
284,35c456a1,31,10/1/2019,5/1/2023,1/1/2023,1,5,5,16,3,6,1,15,3,6,2,11,21,1447929,265414,33,105
285,20f326a5,31,3/1/2021,6/1/2023,1/1/2023,1,2,5,10,4,1,3,9,4,4,5,13,0,0,55880,13,0
286,b564e260,51,11/1/2021,4/1/2024,1/1/2023,3,6,8,20,0,2,1,14,1,2,5,8,27,1379970,337720,24,189
287,92dd19af,51,12/1/2022,4/1/2023,1/1/2023,0,2,12,19,0,2,6,18,2,6,10,18,0,0,96011,54,224
288,b7599490,31,1/1/2020,9/1/2022,1/1/2023,2,2,12,20,1,0,1,9,3,2,6,11,28,2303420,550522,44,196
289,6f6da4c8,49,2/1/2022,7/1/2023,1/1/2023,2,4,3,14,4,2,8,15,6,6,14,26,21,30072,3786,78,42
290,ec7c6c8a,43,10/1/2021,8/1/2023,1/1/2023,3,3,19,27,0,5,6,24,1,8,7,16,29,2609681,394667,16,145
291,f572dd78,35,5/1/2020,10/1/2022,1/1/2023,0,6,4,13,4,6,8,19,6,7,10,23,0,0,162196,0,22
292,adbe5d94,41,12/1/2021,9/1/2023,1/1/2023,0,3,18,23,2,6,0,12,4,9,3,16,28,596120,143302,0,252
293,8f0e0595,35,7/1/2022,8/1/2023,1/1/2023,2,2,19,28,2,6,5,16,4,6,6,16,32,397184,93952,32,288
294,f8c957b0,43,6/1/2020,6/1/2022,1/1/2023,2,0,17,21,0,4,9,20,1,4,11,16,0,0,209604,48,29
295,b1ff85c5,23,4/1/2022,4/1/2023,1/1/2023,0,3,14,21,4,0,3,15,5,1,6,12,29,777055,188436,36,87
296,70f300fa,24,4/1/2022,11/1/2023,1/1/2023,1,0,2,8,1,0,3,5,2,4,8,14,11,700953,159975,0,88
297,f79f587e,29,12/1/2020,11/1/2023,1/1/2023,0,2,13,18,3,1,8,16,5,3,13,21,23,936514,277480,0,184
298,6951b407,36,1/1/2021,5/1/2022,1/1/2023,3,0,13,21,3,6,8,20,4,8,8,20,23,471247,140001,0,46
299,61b67baf,25,8/1/2022,9/1/2023,1/1/2023,2,3,3,12,1,6,2,11,1,8,4,13,16,1554960,338956,52,0
300,293115df,56,11/1/2021,4/1/2022,1/1/2023,1,2,16,23,1,0,6,12,1,1,10,12,30,812820,151209,0,30
301,6c679551,33,8/1/2022,7/1/2023,1/1/2023,1,6,1,11,4,6,8,19,4,8,11,23,19,486210,93750,0,38
302,a2892004,48,10/1/2022,11/1/2023,1/1/2023,3,4,20,28,0,4,4,14,0,8,5,13,31,1179054,253278,0,217
303,041aede5,47,4/1/2022,7/1/2023,1/1/2023,1,6,8,17,3,4,5,14,4,6,8,18,24,385824,107619,72,72
304,b07c503c,52,5/1/2022,4/1/2024,1/1/2023,1,2,14,21,4,4,1,14,5,5,2,12,28,2550492,662379,0,252
305,d94be574,55,9/1/2020,3/1/2023,1/1/2023,1,1,19,22,3,6,0,17,5,8,1,14,0,0,560855,56,54
306,6f0bb1b5,42,8/1/2020,12/1/2023,1/1/2023,3,3,12,23,2,4,3,12,4,7,3,14,24,1943112,416795,42,144
307,87bc8e5a,42,3/1/2020,12/1/2022,1/1/2023,1,4,5,12,3,6,5,15,3,6,6,15,16,136528,16404,0,144
308,f846850b,26,4/1/2020,1/1/2024,1/1/2023,2,6,6,16,1,2,4,11,3,4,8,15,18,711216,110564,45,126
309,166ddb3a,51,5/1/2020,7/1/2023,1/1/2023,1,6,8,17,3,6,7,17,3,8,8,19,19,1204505,320883,19,57
310,7dc61c41,27,1/1/2022,4/1/2024,1/1/2023,3,0,5,9,0,4,9,14,1,8,15,24,11,50292,8020,24,66
311,6e578e1b,59,12/1/2021,10/1/2022,1/1/2023,0,0,18,19,0,6,3,14,0,10,3,13,26,1942720,457935,13,130
312,dc758a61,20,5/1/2020,2/1/2023,1/1/2023,3,4,6,16,1,2,9,13,3,4,9,16,0,0,374638,16,57
313,7d9166e2,39,3/1/2022,4/1/2022,1/1/2023,2,4,20,27,4,0,5,20,6,3,7,16,31,2491253,698883,48,186
314,c84e7e18,27,7/1/2022,2/1/2023,1/1/2023,1,2,12,20,1,2,2,14,2,4,6,12,26,748514,118924,0,156
315,3cfc52f3,44,4/1/2020,1/1/2023,1/1/2023,0,0,18,21,4,4,8,18,6,6,11,23,25,308000,76252,46,0
316,ff8edcc9,56,4/1/2022,4/1/2023,1/1/2023,2,4,15,23,4,1,9,15,6,4,13,23,29,774822,111784,46,116
317,42df1e2f,27,1/1/2022,9/1/2022,1/1/2023,1,6,17,29,4,3,7,17,4,5,8,17,32,1099360,194209,34,192
318,e0a2ad11,30,7/1/2021,11/1/2023,1/1/2023,2,5,7,19,1,0,2,9,3,3,2,8,22,611930,168073,0,0
319,57838cf4,35,11/1/2019,2/1/2023,1/1/2023,3,4,16,25,4,4,3,19,6,6,8,20,33,2214135,560615,60,231
320,93a839c4,44,9/1/2022,3/1/2024,1/1/2023,2,0,18,25,1,5,0,19,3,7,3,13,26,898924,167701,52,104
321,ddff87dd,55,10/1/2020,1/1/2023,1/1/2023,0,0,10,15,1,0,2,14,2,4,4,10,19,1149766,202497,0,38
322,d125cd5b,22,3/1/2020,1/1/2022,1/1/2023,1,6,13,25,1,1,3,7,1,5,9,15,31,2018937,559289,15,93
323,04cd94ce,59,1/1/2020,9/1/2023,1/1/2023,1,1,12,18,3,0,6,12,4,3,12,19,24,748440,104279,57,72
324,c30cd7d8,47,6/1/2020,2/1/2022,1/1/2023,0,1,0,5,4,0,8,13,5,4,8,17,13,59579,16074,51,52
325,ced0898f,31,11/1/2019,1/1/2022,1/1/2023,0,1,13,15,4,2,1,10,6,3,4,13,19,277647,72085,0,152
326,bbbcdb24,60,9/1/2022,2/1/2023,1/1/2023,1,6,15,25,1,1,6,24,2,1,10,13,30,2600790,384422,13,60
327,ec6df6c6,23,5/1/2021,1/1/2024,1/1/2023,0,5,9,16,3,5,5,14,3,8,8,19,0,0,62513,19,48
328,428ca558,48,11/1/2019,11/1/2023,1/1/2023,1,2,2,6,3,4,8,16,5,7,10,22,0,0,40702,88,66
329,647b43a4,48,5/1/2019,1/1/2022,1/1/2023,1,3,1,9,4,2,6,13,4,3,6,13,11,1076680,200777,0,0
330,d59044e1,38,12/1/2022,5/1/2023,1/1/2023,2,0,0,4,0,5,9,15,1,9,14,24,9,558180,142400,72,9
331,dff6c023,47,3/1/2021,9/1/2022,1/1/2023,0,2,2,7,3,2,6,12,3,5,8,16,13,448526,109503,0,78
332,86fcfefe,50,4/1/2020,2/1/2023,1/1/2023,3,0,16,24,4,0,4,18,5,0,10,15,25,2130325,489316,45,0
333,7973fc92,35,4/1/2019,7/1/2022,1/1/2023,3,0,7,13,0,0,3,10,0,2,7,9,16,190656,55267,27,16
334,44e1a8af,30,4/1/2022,8/1/2022,1/1/2023,0,5,19,28,0,6,7,17,1,6,8,15,32,1406624,194955,0,96
335,3d15739c,21,7/1/2021,3/1/2022,1/1/2023,1,5,18,28,3,6,0,18,5,6,4,15,34,2966704,826145,45,272
336,0879757d,43,3/1/2022,9/1/2022,1/1/2023,0,3,15,22,3,5,3,21,4,5,7,16,26,1764490,229780,0,78
337,64dbef0d,52,6/1/2020,3/1/2022,1/1/2023,2,4,4,12,0,4,0,11,2,5,4,11,16,165616,42729,22,0
338,1d07a8b2,58,7/1/2019,8/1/2022,1/1/2023,3,4,2,11,1,4,1,9,3,6,5,14,12,814032,93442,14,108
339,c1843069,29,2/1/2021,10/1/2023,1/1/2023,3,3,1,8,4,5,3,13,5,8,7,20,13,485862,138066,80,91
340,3ec02013,45,4/1/2019,2/1/2023,1/1/2023,1,0,1,5,3,6,0,10,3,10,2,15,0,0,252600,30,45
341,3173b081,48,1/1/2021,11/1/2023,1/1/2023,0,2,2,5,2,2,1,6,4,5,4,13,7,380926,106249,0,63
342,77a8b54a,24,10/1/2021,7/1/2023,1/1/2023,3,6,16,26,0,0,0,8,1,4,3,8,32,1849440,454261,8,96
343,7cca0fc1,27,5/1/2021,4/1/2022,1/1/2023,0,2,5,8,1,2,0,4,2,5,6,13,10,164070,20140,13,30
344,64bcc561,52,7/1/2020,4/1/2022,1/1/2023,1,5,17,28,3,3,4,22,3,7,6,16,35,1897875,443275,16,245
345,3417ed0a,44,8/1/2020,1/1/2024,1/1/2023,2,3,14,24,2,3,2,23,3,7,5,15,29,1876300,253905,15,203
346,b009bd86,35,5/1/2021,7/1/2023,1/1/2023,1,3,7,14,2,4,3,12,2,8,8,18,21,1988826,493874,18,168
347,944d7abd,31,11/1/2020,3/1/2023,1/1/2023,3,4,19,29,2,0,4,21,4,0,9,13,37,901320,174961,0,296
348,3dd0c2a1,33,9/1/2022,11/1/2023,1/1/2023,0,3,13,21,0,1,7,9,2,3,11,16,24,1585632,444336,0,168
349,f312b5da,26,7/1/2021,4/1/2023,1/1/2023,1,1,0,6,1,3,4,9,1,5,8,14,10,431410,54344,42,30
350,6f975ef6,49,12/1/2021,5/1/2022,1/1/2023,3,2,17,23,4,3,1,15,5,4,1,10,25,464425,67740,10,225
351,1bdc27c3,29,1/1/2022,2/1/2024,1/1/2023,0,0,11,15,0,3,8,12,1,7,11,19,19,355623,93086,38,57
352,b0c31563,54,12/1/2019,9/1/2023,1/1/2023,1,3,2,10,3,4,8,16,3,7,9,19,0,0,114315,0,42
353,3df612f0,23,5/1/2021,7/1/2023,1/1/2023,0,3,11,17,2,3,0,8,2,3,0,5,18,249174,71764,0,144
354,88c79618,27,4/1/2019,5/1/2022,1/1/2023,3,3,6,15,3,1,5,11,4,2,9,15,0,0,322227,60,22
355,77831d24,56,5/1/2019,5/1/2022,1/1/2023,3,5,19,31,3,3,6,27,4,5,9,18,33,842094,133015,54,33
356,a30df4f5,34,7/1/2019,6/1/2022,1/1/2023,0,1,6,10,2,2,5,10,2,3,11,16,16,909440,157396,48,0
357,3e5ac0ee,34,10/1/2021,9/1/2022,1/1/2023,0,4,4,10,2,1,7,11,3,3,9,15,11,36047,9028,15,33
358,2e3d2e76,45,7/1/2020,2/1/2024,1/1/2023,1,3,5,12,0,4,7,12,1,4,8,13,0,0,232753,13,168
359,2022f5a4,24,5/1/2021,6/1/2022,1/1/2023,0,6,16,24,3,4,9,21,5,7,15,27,29,2800617,823909,54,58
360,cdb79d6f,58,5/1/2019,6/1/2022,1/1/2023,2,5,0,12,1,4,1,9,1,5,2,8,16,863872,143779,8,48
361,068c4b6c,60,5/1/2022,3/1/2024,1/1/2023,2,2,5,10,4,6,4,15,5,10,6,21,0,0,202060,84,108
362,36aef680,56,8/1/2020,7/1/2022,1/1/2023,2,5,8,16,2,2,3,13,2,5,7,14,24,376800,94762,0,0
363,2bf63daa,47,5/1/2019,3/1/2024,1/1/2023,0,0,13,18,3,2,5,13,4,3,8,15,25,245350,33715,15,150
364,458aa9db,59,9/1/2020,9/1/2023,1/1/2023,0,5,3,9,1,5,7,14,2,9,9,20,12,525792,81124,20,0
365,5c4dd08c,52,6/1/2019,6/1/2022,1/1/2023,0,5,7,15,1,5,8,15,1,6,13,20,18,423936,96164,0,54
366,d79899e1,38,9/1/2021,5/1/2023,1/1/2023,1,6,20,29,2,4,7,15,3,6,10,19,35,1767780,332158,57,175
367,f2fcfe25,28,8/1/2020,11/1/2022,1/1/2023,1,1,7,13,4,2,4,11,5,3,6,14,20,897240,256933,14,120
368,c158de38,43,11/1/2020,6/1/2023,1/1/2023,0,3,17,24,3,3,5,23,5,6,9,20,32,2417376,445174,40,32
369,4ca77240,57,12/1/2020,3/1/2023,1/1/2023,2,6,6,15,4,0,5,10,6,1,9,16,18,699876,125149,48,108
370,8813423f,22,1/1/2020,10/1/2023,1/1/2023,0,2,13,18,2,5,2,11,4,7,6,17,26,1664598,443434,68,234
371,c488b483,49,7/1/2019,11/1/2022,1/1/2023,1,4,11,18,2,1,8,12,2,1,11,14,25,1276775,165002,56,25
372,963a1048,21,8/1/2019,3/1/2024,1/1/2023,3,4,12,23,0,4,8,14,2,7,13,22,24,1100400,260438,88,96
373,bdb489c0,39,5/1/2019,1/1/2022,1/1/2023,0,0,4,6,0,2,9,12,0,2,11,13,15,908595,92378,39,90
374,cdbf502d,30,11/1/2022,1/1/2023,1/1/2023,3,6,2,13,1,3,5,10,1,3,6,10,0,0,61458,10,140
375,52421009,43,7/1/2020,4/1/2023,1/1/2023,3,4,9,18,1,1,7,17,1,2,12,15,22,2180486,399869,60,132
376,b4d52fea,26,5/1/2020,5/1/2022,1/1/2023,0,4,1,6,4,1,4,10,4,1,8,13,11,959123,130791,39,22
377,15047db1,37,11/1/2020,4/1/2024,1/1/2023,0,3,6,11,0,1,8,10,1,3,14,18,16,978480,258170,18,96
378,8f887bfa,53,3/1/2022,7/1/2022,1/1/2023,3,3,18,29,4,1,8,28,4,4,9,17,35,3004540,764249,17,140
379,ca83af7e,31,12/1/2019,9/1/2023,1/1/2023,2,6,18,30,1,4,1,15,3,4,4,11,33,2767281,761714,22,264
380,1450745b,32,5/1/2019,8/1/2022,1/1/2023,0,1,10,12,2,1,7,11,4,5,7,16,0,0,84655,0,48
381,7d65dcb3,46,10/1/2019,4/1/2024,1/1/2023,2,1,11,19,1,0,3,5,1,3,5,9,26,1168700,118061,18,208
382,85857de6,48,11/1/2021,11/1/2022,1/1/2023,2,3,3,11,2,3,4,10,2,5,6,13,12,75720,17625,13,0
383,7e01dea3,50,2/1/2021,11/1/2022,1/1/2023,3,1,1,10,0,3,2,8,2,3,6,11,18,915840,146470,44,108
384,1ab4c789,28,3/1/2021,11/1/2023,1/1/2023,2,0,7,13,0,1,4,8,1,1,10,12,19,577695,74070,24,19
385,0e123beb,20,4/1/2019,3/1/2023,1/1/2023,0,1,5,7,0,2,0,6,2,5,2,9,10,239690,53196,27,30
386,1235ad70,29,2/1/2021,12/1/2022,1/1/2023,0,4,20,25,2,5,7,22,3,6,12,21,0,0,249425,0,264
387,1de378ca,55,1/1/2022,7/1/2022,1/1/2023,3,1,7,12,1,2,2,10,1,4,6,11,21,1496313,252435,33,126
388,d70de9a7,51,10/1/2020,1/1/2022,1/1/2023,2,0,19,23,0,6,2,16,0,9,3,12,0,0,341436,36,130
389,e112b2c8,51,1/1/2022,11/1/2023,1/1/2023,1,3,12,18,4,3,8,17,5,5,12,22,26,890760,109750,66,78
390,b36727bc,42,5/1/2019,7/1/2023,1/1/2023,3,1,2,7,3,0,0,4,3,3,5,11,14,1269688,208489,44,42
391,b40d8f4e,31,6/1/2022,9/1/2022,1/1/2023,3,2,7,16,0,5,6,12,0,9,12,21,18,401976,104862,84,162
392,c71f9dae,57,3/1/2022,10/1/2022,1/1/2023,3,1,13,18,0,3,7,16,0,5,9,14,22,1969682,454757,0,154
393,bbb7ba71,20,8/1/2019,8/1/2022,1/1/2023,2,3,19,25,0,4,4,23,1,4,9,14,29,641567,169057,14,58
394,7.02E+05,50,6/1/2019,8/1/2022,1/1/2023,1,6,14,22,1,1,1,5,3,3,7,13,25,2360550,635214,13,25
395,10be4b4c,50,1/1/2022,11/1/2022,1/1/2023,2,1,11,18,3,2,6,13,4,4,12,20,0,0,130662,20,76
396,4c33101d,45,9/1/2022,12/1/2022,1/1/2023,1,1,9,12,4,4,3,12,4,7,5,16,18,323550,53637,16,126
397,0f4c38b4,45,1/1/2021,3/1/2022,1/1/2023,2,4,16,24,3,2,1,14,3,3,2,8,25,2123950,519085,32,200
398,e4892740,36,4/1/2021,1/1/2022,1/1/2023,2,1,11,17,0,1,1,14,2,1,4,7,19,58786,6560,7,114
399,a0e4b237,29,2/1/2020,3/1/2023,1/1/2023,3,6,11,21,2,0,5,18,4,0,10,14,25,2225500,493879,28,0
400,5e7c70cd,32,2/1/2020,5/1/2023,1/1/2023,3,1,5,11,4,3,4,12,4,4,9,17,0,0,160125,51,180
401,713a8305,49,1/1/2021,6/1/2022,1/1/2023,3,4,0,8,3,2,3,9,4,6,5,15,12,133164,33884,0,24
402,a050e91a,42,3/1/2021,5/1/2022,1/1/2023,1,6,8,19,4,5,1,15,5,9,6,20,23,1381610,227181,80,69
403,11c7cd6c,45,3/1/2020,1/1/2023,1/1/2023,0,1,15,20,4,0,8,15,5,2,8,15,24,65112,16120,0,24
